co2_ch4_n2o_scope_1_3,carbon_intensity,board_diversity,corruption_cases,governance_compliance_score,total_energy_consumption,renewable_energy_share,turnover_rate,injury_frequency_rate,green_financing
27.82,31.21,48.75,12.0,80.32,31.88,60.04,68.39,43.7,77.22
23.3,34.14,71.35,16.0,28.54,69.31,75.51,2.2,9.72,73.71
20.21,28.93,94.86,47.0,22.27,92.51,91.08,29.4,72.7,57.68
64.12,84.67,10.26,19.0,76.27,37.96,21.9,27.17,85.69,37.17
99.8,14.01,54.42,36.0,11.81,50.31,30.87,11.96,17.92,81.48
37.21,39.51,51.15,22.0,63.93,76.62,36.09,87.99,30.13,40.14
27.96,29.71,47.16,35.0,9.91,97.16,82.39,76.34,63.13,48.64
15.87,17.71,73.29,43.0,66.65,36.3,60.01,43.51,95.9,51.23
46.28,39.62,77.09,21.0,7.74,52.63,89.3,36.58,86.66,3.56
87.92,41.36,99.26,20.0,70.57,33.78,61.69,67.67,34.72,66.88
8.78,87.0,4.64,15.0,69.88,61.73,51.46,10.4,9.21,50.22
67.9,96.48,73.07,7.0,0.12,38.64,33.1,12.76,8.82,7.22
75.45,38.05,5.06,14.0,59.8,25.34,53.92,54.75,35.95,63.75
54.59,93.42,61.78,25.0,94.54,95.92,95.77,28.15,68.25,61.02
69.98,42.34,98.01,8.0,98.25,56.93,63.14,54.67,91.48,7.29
82.42,51.63,81.2,38.0,66.17,69.34,45.59,60.28,26.56,9.86
63.26,41.58,47.33,12.0,92.26,88.97,54.61,3.44,24.63,41.76
27.88,97.4,58.96,24.0,80.05,46.35,89.28,76.77,28.08,76.28
42.68,72.75,71.97,23.0,42.42,89.73,1.69,37.86,72.91,28.87
60.8,64.16,77.82,41.0,55.95,95.46,55.97,61.28,41.38,27.66
35.46,84.94,39.62,2.0,45.15,38.89,52.06,8.87,7.79,62.24
78.37,86.89,21.14,20.0,11.4,7.76,70.62,34.51,81.47,74.69
65.43,37.92,10.84,18.0,93.7,72.64,21.67,95.46,47.95,48.49
72.55,83.64,93.79,4.0,54.66,80.63,65.5,67.53,56.87,33.32
62.89,16.07,22.95,45.0,25.23,27.11,72.02,31.59,83.49,26.4
39.29,4.59,51.5,0.0,29.11,42.35,21.19,90.34,47.23,6.14
73.46,85.63,60.42,45.0,14.24,41.74,95.1,32.63,79.37,47.21
76.74,44.86,25.97,8.0,40.94,12.12,34.88,48.08,94.98,66.48
77.69,30.79,31.85,5.0,72.0,32.88,7.88,50.38,95.87,5.28
46.28,64.77,24.0,28.0,43.89,74.73,49.93,24.63,37.63,28.37
61.82,46.25,61.78,33.0,72.73,76.65,52.29,49.57,51.12,48.21
87.57,4.9,10.95,15.0,55.4,92.69,43.45,57.94,48.18,67.78
61.2,85.95,19.78,26.0,38.14,96.19,91.56,53.9,51.43,42.32
80.32,9.94,34.37,16.0,67.37,59.48,45.26,87.05,22.43,90.62
35.98,55.86,19.99,12.0,2.62,49.65,47.4,77.13,5.19,11.73
38.55,64.41,29.46,32.0,93.52,65.8,21.35,43.85,42.69,39.27
89.89,5.36,63.7,6.0,5.68,72.9,17.84,63.35,92.63,15.24
35.45,87.72,39.61,29.0,12.92,55.19,87.55,58.58,40.27,73.95
55.22,94.58,19.23,44.0,15.97,95.13,27.88,96.43,33.8,62.85
49.9,20.34,89.34,38.0,51.6,63.47,8.06,40.11,26.62,15.66
86.03,13.54,79.22,42.0,27.67,88.9,25.79,63.94,17.81,31.06
36.23,62.38,41.98,46.0,82.2,38.71,99.9,57.88,54.42,59.02
61.97,95.6,50.59,9.0,66.45,33.43,34.22,80.86,87.15,46.18
70.64,12.18,21.43,42.0,75.01,98.31,76.09,12.7,29.28,44.5
74.45,15.16,77.16,17.0,4.57,42.39,45.59,10.17,0.31,64.6
23.67,54.56,85.47,32.0,89.35,69.19,94.36,52.9,54.75,4.06
86.57,40.78,59.13,49.0,81.55,38.47,99.77,86.57,15.17,71.32
64.2,36.91,38.91,38.0,90.9,7.05,56.28,61.34,27.38,36.32
0.07,44.56,31.39,41.0,9.58,87.15,73.54,25.17,37.25,50.98
72.89,85.5,9.59,14.0,83.85,53.65,80.99,0.42,87.63,60.65
2.05,30.76,37.27,19.0,25.72,23.35,97.27,87.93,47.68,12.17
9.27,6.35,35.44,48.0,87.37,44.84,79.09,48.43,90.46,60.7
41.06,11.28,47.77,17.0,11.14,95.78,9.4,17.33,50.75,2.31
37.44,64.98,51.33,45.0,66.39,30.89,79.39,59.77,87.49,80.81
56.76,32.78,25.55,31.0,98.2,22.28,95.24,74.25,94.45,17.44
89.06,89.22,49.29,19.0,44.63,39.94,80.33,46.4,3.16,42.98
3.4,49.15,81.05,12.0,82.83,37.02,32.94,56.63,90.76,53.93
68.6,77.75,41.28,43.0,68.26,6.05,54.58,55.21,48.54,60.79
23.71,0.47,15.61,9.0,17.64,49.87,20.44,98.94,83.65,27.49
57.62,84.79,72.9,31.0,94.76,30.51,2.43,49.05,0.14,63.36
91.97,74.15,15.6,48.0,77.41,96.93,44.07,50.7,57.61,4.31
58.07,58.6,95.47,26.0,45.8,31.29,76.92,48.16,84.18,17.92
80.59,29.84,15.97,10.0,0.49,74.23,91.97,66.07,8.52,10.51
64.69,34.48,39.87,29.0,70.64,52.75,65.5,8.11,6.53,87.08
43.38,84.04,73.8,33.0,19.29,49.46,77.44,39.18,28.62,67.46
99.1,30.72,35.95,31.0,56.72,96.39,40.53,0.74,32.7,95.07
85.18,41.13,50.42,34.0,75.57,33.73,72.79,0.23,69.22,0.77
45.11,70.6,88.18,29.0,87.76,77.96,60.49,29.25,23.67,52.7
69.54,45.21,93.54,11.0,50.95,66.96,44.23,41.15,63.8,38.88
2.27,86.46,36.81,32.0,64.8,33.96,43.69,86.1,73.03,13.35
74.71,30.27,9.14,12.0,75.83,6.56,53.18,91.03,44.97,3.04
11.6,18.22,70.9,35.0,73.03,78.09,81.58,6.4,45.78,6.12
52.39,44.01,73.55,3.0,10.47,34.44,71.94,97.91,5.28,90.17
7.52,61.32,90.89,12.0,74.56,73.68,81.74,78.85,70.31,26.58
72.19,72.7,58.19,21.0,31.08,97.49,73.56,42.97,51.95,0.39
78.25,23.69,96.43,48.0,55.27,27.95,76.52,83.3,74.86,28.14
41.62,86.98,10.65,22.0,55.51,42.41,78.5,67.35,32.44,21.86
64.98,82.54,66.7,32.0,42.67,94.21,30.89,23.2,92.88,76.78
17.36,52.71,19.03,29.0,29.62,52.36,52.14,88.3,10.96,55.44
79.06,63.43,0.52,37.0,3.1,81.9,74.5,64.7,83.7,5.4
9.25,14.55,69.42,12.0,4.06,40.67,22.08,7.32,30.28,31.05
80.64,54.59,41.1,13.0,61.49,47.34,88.65,11.3,49.48,33.64
10.52,15.87,81.98,28.0,24.96,30.6,72.03,77.5,98.12,95.09
37.23,90.16,10.94,21.0,70.48,10.99,47.96,6.1,37.76,63.32
24.84,22.06,66.91,5.0,14.91,49.47,37.43,21.96,36.37,0.51
7.39,27.25,14.65,45.0,22.86,72.49,0.54,90.58,68.34,9.04
96.22,84.2,56.43,6.0,76.33,44.71,49.94,55.21,7.08,31.35
46.01,95.47,42.94,1.0,2.32,99.43,47.25,42.53,91.58,63.77
69.65,0.81,89.97,48.0,59.1,95.43,46.65,55.07,87.88,56.65
11.03,37.82,87.85,42.0,3.85,12.75,55.87,49.38,17.08,2.36
84.62,32.34,47.65,12.0,44.45,61.65,57.16,93.65,25.91,15.76
9.81,35.28,92.94,8.0,85.46,38.23,76.99,30.14,28.13,63.64
80.66,13.53,7.63,43.0,53.93,14.19,43.21,20.9,22.1,91.94
9.42,88.71,32.23,26.0,3.87,88.04,99.48,48.98,50.28,91.85
49.63,75.48,78.1,7.0,24.66,7.12,74.69,10.09,31.97,15.6
0.37,38.87,74.88,8.0,16.65,5.09,75.54,60.12,11.29,14.96
69.18,11.13,62.36,3.0,72.48,56.88,59.15,79.74,72.87,14.62
48.89,47.65,73.79,42.0,65.44,51.75,8.32,97.87,92.26,36.34
40.94,8.94,50.68,12.0,28.69,20.65,5.81,93.69,53.59,99.63
61.87,98.75,37.61,16.0,89.79,75.29,47.62,53.18,19.92,55.03
77.35,23.77,14.03,31.0,38.32,30.06,4.62,98.08,85.88,97.18
25.03,32.97,99.54,28.0,18.01,43.27,60.25,3.56,85.89,90.76
45.24,71.02,22.18,25.0,28.02,47.85,30.53,35.73,16.9,68.55
61.66,8.61,73.1,12.0,32.4,50.55,43.88,23.09,62.64,34.22
85.78,74.17,23.97,6.0,34.11,98.85,44.86,69.17,20.36,64.92
19.51,25.44,53.91,7.0,34.23,47.65,95.59,22.85,30.69,82.52
10.88,26.67,41.14,40.0,88.31,43.2,73.84,74.4,33.88,93.25
31.17,14.46,15.79,45.0,47.17,30.65,28.04,2.03,31.85,56.75
55.2,93.51,46.29,40.0,14.57,23.88,18.41,86.61,5.17,54.09
47.65,64.69,70.99,5.0,38.81,99.3,80.3,70.93,99.5,21.77
2.28,58.84,19.22,38.0,8.52,86.87,46.97,99.85,66.24,79.16
60.22,22.13,11.6,40.0,87.24,62.94,87.45,39.42,58.11,92.4
20.05,68.36,77.32,25.0,57.08,39.24,29.82,33.15,5.13,2.34
99.45,75.71,96.57,2.0,42.95,89.89,63.89,81.85,45.44,91.32
2.58,66.6,55.76,34.0,17.55,66.42,21.89,33.83,55.88,82.51
13.24,31.86,86.87,38.0,87.98,17.78,7.87,37.54,63.36,98.83
6.29,76.91,49.32,1.0,13.23,99.58,65.9,52.55,27.44,14.45
37.58,88.97,15.07,15.0,92.31,4.98,88.28,27.29,10.68,74.37
29.73,24.27,7.68,45.0,34.48,21.39,3.37,45.34,17.44,40.04
57.25,46.3,76.95,13.0,74.57,66.4,16.68,57.98,76.49,89.71
90.82,89.19,50.15,40.0,84.75,24.16,38.69,68.97,43.2,78.67
6.07,5.05,8.61,15.0,20.52,90.5,37.43,96.11,6.17,74.2
4.72,70.29,51.21,39.0,81.77,75.95,29.6,26.33,28.46,59.77
18.29,94.64,90.85,17.0,67.13,74.66,24.49,88.94,33.64,55.58
62.61,15.69,90.27,8.0,14.45,68.79,60.14,73.17,72.49,12.49
11.0,6.96,87.18,21.0,0.8,64.21,32.41,13.63,78.01,18.35
15.47,82.82,12.66,37.0,37.3,85.92,33.75,53.15,37.02,54.19
79.46,39.46,44.0,18.0,70.35,94.92,44.18,65.53,67.63,22.3
76.82,78.82,85.41,33.0,61.76,50.68,75.69,20.44,43.48,77.19
4.53,3.05,4.98,44.0,40.72,20.27,1.68,75.28,16.44,43.03
92.71,22.95,80.85,8.0,68.44,37.53,0.24,30.23,49.43,56.6
24.4,68.57,68.27,46.0,29.04,63.59,30.58,38.55,90.72,40.19
14.99,17.12,35.09,27.0,53.02,45.41,35.92,82.7,35.08,90.65
26.46,32.31,15.38,17.0,78.74,85.77,37.34,56.03,92.8,0.24
64.4,56.29,48.79,8.0,42.82,93.96,17.29,43.6,73.41,84.04
77.15,25.75,86.41,37.0,42.19,88.15,71.02,87.17,1.63,74.35
68.77,89.66,79.29,28.0,14.77,97.98,80.29,70.06,3.19,54.45
16.79,26.41,89.64,37.0,79.29,38.12,2.65,3.69,2.7,61.49
64.26,45.76,52.38,41.0,23.42,14.72,77.79,43.03,79.21,25.87
52.9,50.42,48.95,9.0,72.29,16.49,6.33,33.6,4.43,47.11
3.17,43.5,79.54,38.0,21.79,4.47,88.33,45.2,44.67,42.6
26.63,65.56,46.31,33.0,69.38,18.68,54.98,54.79,73.39,27.12
84.38,80.47,58.17,9.0,29.89,1.77,32.75,48.66,58.78,97.57
40.15,19.59,84.5,19.0,28.16,72.29,24.06,66.39,97.32,55.3
62.39,12.96,59.2,30.0,8.96,71.42,34.4,57.73,40.88,79.78
23.61,10.8,78.92,3.0,56.42,0.64,85.28,90.24,57.6,35.69
74.07,49.57,28.83,46.0,92.83,11.88,88.71,65.72,43.08,18.37
16.95,96.58,16.63,22.0,33.66,28.44,84.63,52.85,87.8,91.66
99.56,1.62,92.8,18.0,18.54,82.12,50.71,41.6,75.66,0.99
33.47,17.12,55.01,32.0,52.24,22.25,7.25,87.46,62.48,76.99
23.2,1.08,5.97,47.0,34.98,68.96,29.38,30.14,18.52,69.44
90.73,17.25,23.07,10.0,81.82,64.74,60.08,7.94,49.67,80.55
19.63,1.66,63.16,28.0,50.25,43.68,64.07,28.55,42.83,47.22
28.87,39.79,13.33,3.0,25.8,29.94,88.07,75.72,32.09,96.96
43.37,63.7,43.01,24.0,37.26,24.24,86.91,17.81,60.17,34.8
2.33,27.87,17.59,12.0,34.51,28.14,58.55,4.71,46.26,91.34
31.6,46.38,85.13,28.0,63.2,5.25,96.19,50.94,90.89,69.86
11.58,70.53,19.6,28.0,73.53,69.49,54.89,48.95,27.27,5.46
45.09,90.89,29.12,38.0,33.98,48.14,90.79,38.49,10.23,5.61
46.11,49.94,7.3,13.0,88.52,94.85,5.85,32.72,71.37,22.04
14.08,55.95,38.23,19.0,93.47,5.49,46.99,11.92,27.85,90.75
78.97,8.39,90.44,13.0,95.83,64.93,4.81,28.37,19.26,48.34
57.55,9.28,12.38,7.0,53.6,20.74,61.1,97.44,70.12,50.39
78.58,85.66,48.89,33.0,56.15,56.46,15.51,15.24,90.94,7.6
7.84,79.39,69.27,9.0,8.27,21.6,66.31,72.47,58.98,84.35
15.45,17.98,73.58,40.0,72.61,51.87,60.29,2.05,76.7,39.97
3.4,9.13,25.36,29.0,1.26,75.94,18.38,1.04,55.92,31.95
18.04,59.58,25.27,33.0,43.44,95.89,37.6,46.85,32.43,60.68
42.02,1.93,38.01,29.0,74.62,59.95,34.36,13.73,85.87,80.83
84.41,87.93,71.58,2.0,41.96,20.36,2.32,34.45,2.11,19.43
26.98,77.66,79.09,26.0,18.27,94.33,44.11,63.25,98.42,68.7
7.18,53.49,93.81,37.0,12.84,91.72,94.45,44.04,59.06,69.17
89.29,32.64,19.31,31.0,23.51,11.19,42.15,67.09,63.78,38.99
79.69,47.97,37.08,45.0,18.81,64.13,50.52,38.19,83.29,24.96
23.85,12.55,6.87,24.0,54.37,78.95,44.93,70.73,43.23,10.71
42.43,83.7,73.05,49.0,79.07,47.59,7.29,14.22,66.76,58.89
70.06,26.53,3.26,36.0,96.3,35.86,81.98,39.87,68.65,39.13
34.04,71.08,41.56,24.0,54.97,76.6,39.54,43.23,4.42,59.92
91.99,75.16,52.17,39.0,32.52,68.39,86.69,84.53,51.77,17.19
7.3,7.66,2.02,31.0,59.24,77.67,82.66,6.0,15.6,32.65
79.71,94.81,62.79,15.0,82.58,93.96,54.17,14.6,46.01,36.06
23.04,62.33,37.43,7.0,12.92,67.24,29.22,51.05,95.05,8.94
21.03,8.56,7.22,41.0,36.28,68.43,14.04,88.97,55.94,27.83
44.51,29.42,67.59,7.0,93.42,10.13,23.75,26.07,48.97,26.19
87.48,95.65,82.17,21.0,43.38,9.71,77.28,42.4,25.9,23.34
49.6,28.22,16.5,37.0,39.05,3.43,25.78,73.04,13.89,54.3
32.91,27.11,51.0,1.0,82.49,8.02,45.05,67.77,78.93,89.87
80.37,2.24,99.23,26.0,44.44,27.23,98.16,1.32,21.32,94.57
1.48,90.68,20.4,6.0,70.01,8.09,26.24,81.63,65.6,71.98
4.53,27.58,32.63,30.0,88.76,32.72,27.4,95.03,50.46,71.9
67.84,55.74,32.15,27.0,56.46,47.48,44.17,8.79,76.89,32.63
32.62,45.06,70.97,35.0,97.3,11.62,27.95,25.82,65.12,60.98
13.89,25.41,92.61,28.0,56.42,40.83,49.28,19.27,40.25,48.99
40.86,66.19,45.46,48.0,88.37,25.0,31.62,62.32,81.97,10.72
73.49,22.21,77.35,11.0,51.54,33.78,4.18,84.31,11.33,23.99
57.39,99.57,95.41,24.0,25.81,73.79,10.32,34.35,9.97,6.85
25.15,10.93,15.72,39.0,0.77,58.06,90.12,93.43,64.03,32.79
75.87,65.33,42.0,21.0,12.21,96.73,6.17,71.35,98.08,95.01
20.69,1.1,55.17,35.0,82.86,80.34,70.19,7.83,55.85,35.87
62.74,42.03,61.86,8.0,76.1,80.0,92.31,61.04,61.32,62.54
24.0,22.26,17.11,13.0,48.04,77.9,79.27,63.22,21.79,99.96
23.33,9.61,51.33,29.0,67.57,99.19,93.61,27.92,0.16,55.0
78.94,20.23,79.84,5.0,98.87,29.01,81.25,88.16,4.41,82.66
59.46,35.96,16.9,45.0,41.4,84.56,86.21,52.16,7.99,52.58
28.45,42.13,37.09,45.0,92.57,15.67,4.0,33.11,59.92,89.99
81.55,14.02,18.91,25.0,88.06,87.47,68.59,22.81,97.45,24.97
86.25,0.69,15.65,10.0,98.5,61.64,38.49,80.42,10.3,51.91
5.75,83.41,84.36,24.0,97.69,85.28,48.37,68.84,58.01,97.09
48.38,55.61,78.12,41.0,62.56,37.62,36.09,11.16,19.59,59.47
80.17,62.67,45.86,35.0,65.94,33.15,50.06,36.12,8.89,76.95
15.43,91.1,16.8,42.0,71.99,57.57,33.4,27.28,77.68,96.45
7.85,3.49,80.22,36.0,57.06,81.26,11.8,74.69,91.78,39.89
83.44,15.93,12.2,39.0,35.73,87.46,29.56,70.21,22.31,22.34
93.74,94.86,4.97,15.0,75.11,42.59,81.87,51.65,10.2,4.61
43.5,71.16,72.64,21.0,71.22,68.32,24.26,6.0,75.53,12.62
66.69,63.59,92.56,46.0,29.8,7.15,83.39,2.98,65.57,30.62
94.68,12.84,32.21,36.0,93.95,92.41,78.1,17.25,30.57,40.86
39.34,1.1,56.85,31.0,91.32,63.67,94.49,62.65,37.5,72.33
86.65,35.47,44.16,2.0,80.09,84.22,76.19,94.63,18.54,99.13
63.25,68.68,12.9,37.0,35.22,11.55,85.5,25.08,97.51,31.18
62.76,5.66,3.18,41.0,53.13,52.05,88.87,98.51,82.9,97.39
2.77,0.7,77.56,24.0,14.16,56.8,79.91,85.4,19.16,90.66
58.87,0.27,42.46,47.0,57.32,43.24,55.11,71.62,57.48,66.53
8.96,12.5,86.93,27.0,44.69,43.83,5.18,56.26,37.59,77.88
27.83,66.78,14.51,26.0,63.32,70.18,70.03,33.73,50.54,0.64
53.54,83.71,63.48,25.0,49.42,6.8,65.07,32.89,83.77,41.45
46.73,92.4,30.58,32.0,78.35,23.56,58.77,85.49,3.68,86.07
53.71,23.37,89.21,36.0,7.79,99.76,4.86,39.3,93.42,51.13
11.36,1.05,37.27,39.0,6.23,99.82,38.68,57.48,13.38,54.53
28.79,18.52,24.44,38.0,1.11,39.29,54.85,51.21,38.79,38.58
10.97,16.43,55.39,25.0,56.4,5.03,49.97,47.05,33.24,70.01
16.33,61.99,14.94,16.0,92.77,80.66,94.73,95.86,46.76,33.32
39.06,54.92,20.53,34.0,76.46,22.4,69.56,5.52,90.68,73.11
35.01,47.01,96.08,49.0,48.13,75.74,91.94,91.24,38.17,94.8
59.73,70.25,1.95,23.0,20.18,79.23,15.95,16.19,51.93,47.68
48.63,95.38,90.05,9.0,11.82,80.82,11.76,89.24,21.58,78.59
37.51,55.83,9.86,25.0,73.08,81.69,46.47,44.35,21.52,21.65
30.96,72.4,63.61,11.0,34.19,99.89,92.53,45.9,24.51,50.23
33.75,60.26,77.12,44.0,45.14,59.98,21.75,29.41,66.94,5.29
90.14,51.68,92.75,17.0,22.42,58.53,52.47,0.7,60.03,79.17
92.79,8.71,80.92,8.0,43.04,46.93,91.89,37.18,10.1,51.19
93.31,23.09,79.94,39.0,70.75,12.82,77.91,31.39,39.19,15.06
83.65,47.72,99.97,17.0,7.25,41.97,38.01,55.85,78.53,6.59
85.64,34.57,6.74,49.0,64.53,76.4,84.3,74.59,86.64,74.37
45.7,93.68,49.45,21.0,33.85,7.4,91.81,29.25,59.23,0.64
73.65,98.23,46.71,40.0,50.84,1.43,72.92,97.35,71.33,28.16
34.38,30.07,25.63,42.0,11.99,83.12,57.26,9.39,36.93,44.09
82.81,77.65,79.35,2.0,24.67,64.81,17.28,44.4,85.0,23.9
96.79,0.52,48.75,29.0,26.97,40.65,67.36,72.4,44.54,10.63
11.33,72.81,5.27,27.0,29.82,21.56,1.0,27.09,90.53,3.15
50.7,16.17,42.42,29.0,46.26,75.6,48.53,66.55,31.1,73.92
9.52,97.67,8.02,26.0,23.64,64.08,41.98,79.85,20.18,98.35
17.23,72.66,75.92,12.0,72.38,82.01,79.85,29.11,19.76,11.44
86.17,18.14,57.12,22.0,86.29,46.98,42.36,75.87,66.53,6.9
69.12,30.59,97.51,23.0,41.52,95.04,46.94,81.88,88.64,44.03
88.57,38.27,21.4,4.0,72.7,70.27,30.36,47.02,65.26,0.27
75.17,24.21,19.64,39.0,44.58,28.22,51.81,23.62,37.28,99.69
14.96,27.56,71.99,16.0,22.2,22.39,84.27,17.44,68.93,4.46
22.23,17.11,6.45,21.0,21.77,21.0,61.92,13.88,4.4,98.68
11.94,79.82,14.33,16.0,47.64,79.68,38.22,39.89,95.35,68.34
46.72,37.43,65.98,16.0,6.03,58.7,93.91,43.51,66.68,51.91
64.35,49.5,63.89,12.0,52.83,97.97,55.5,2.17,15.17,82.97
52.83,53.11,98.36,38.0,44.94,58.63,34.02,9.05,46.69,75.26
25.02,28.18,22.89,46.0,47.9,18.76,14.95,66.68,74.29,56.08
20.81,62.3,68.71,17.0,81.63,41.21,71.7,98.04,62.94,97.4
20.98,23.87,71.88,18.0,16.55,41.57,79.92,65.33,68.83,34.39
86.01,74.35,69.52,13.0,37.23,99.58,45.76,23.11,81.74,10.74
64.92,28.87,56.98,23.0,42.79,41.59,86.16,86.02,71.66,33.83
79.69,59.35,87.39,17.0,61.53,55.7,0.1,0.22,18.97,95.73
19.64,30.22,90.16,34.0,2.92,98.1,40.47,43.95,61.92,48.51
39.17,63.94,76.94,48.0,62.97,81.81,98.75,23.36,1.15,43.5
49.42,76.9,99.27,35.0,23.21,27.47,75.2,14.07,35.89,44.69
96.33,27.78,14.94,7.0,0.13,12.94,9.7,44.17,6.34,73.39
35.67,87.02,68.11,5.0,43.99,87.34,7.33,9.34,85.56,29.28
22.83,90.92,43.75,15.0,37.43,34.72,60.86,32.72,35.96,8.11
58.17,97.27,40.66,38.0,84.3,55.3,0.8,68.43,90.48,37.05
27.58,66.61,2.38,25.0,95.26,55.83,63.66,29.62,12.66,21.58
96.55,7.96,41.04,47.0,95.95,91.39,18.17,66.04,39.15,44.16
3.57,5.62,98.79,47.0,2.33,51.38,19.72,46.06,23.65,33.69
12.12,14.04,54.13,42.0,2.64,12.4,59.47,1.62,54.88,37.68
7.11,17.79,29.28,46.0,19.07,53.97,74.59,26.3,92.26,31.45
18.79,48.5,43.6,39.0,51.44,26.46,70.77,63.6,91.02,72.44
69.46,63.87,94.79,10.0,47.01,91.96,55.33,35.12,86.94,57.88
92.62,66.86,14.74,32.0,13.69,28.61,86.52,78.34,78.57,25.87
78.51,83.57,23.47,19.0,6.03,63.72,11.42,59.29,37.01,68.14
61.75,28.54,83.17,34.0,43.77,9.14,28.71,13.7,54.06,9.3
14.24,5.9,91.6,26.0,64.68,93.65,39.52,34.65,38.32,14.91
42.52,39.97,47.69,6.0,92.26,15.33,38.93,80.89,50.21,66.35
34.57,6.84,26.64,4.0,32.89,6.29,29.29,97.89,42.82,23.42
28.73,95.95,41.9,8.0,73.28,51.17,93.34,7.11,41.73,82.84
40.44,99.86,3.54,47.0,9.48,90.09,6.01,65.27,37.69,51.57
67.89,19.03,22.88,32.0,61.07,29.26,39.25,67.61,5.4,44.81
20.86,24.68,9.23,10.0,57.19,9.15,90.27,28.09,32.09,80.47
81.81,30.71,22.57,3.0,74.7,41.5,79.3,3.69,28.37,36.29
62.49,90.62,22.43,43.0,40.98,75.76,63.98,27.65,49.35,99.56
28.89,83.76,57.96,26.0,55.53,13.77,12.93,59.89,61.84,13.16
60.38,42.68,62.82,20.0,38.0,8.92,30.36,67.35,41.55,28.27
95.78,98.17,43.29,11.0,27.5,24.44,14.98,76.36,37.04,34.38
44.35,0.26,71.93,17.0,11.26,46.39,9.09,26.23,13.55,0.06
28.86,58.12,11.6,5.0,28.92,30.66,61.96,36.4,42.93,55.95
42.78,6.53,73.66,30.0,24.24,95.12,29.45,1.49,48.41,27.17
15.15,83.44,84.53,8.0,1.75,38.9,2.41,13.18,99.61,10.54
74.72,40.92,95.9,1.0,99.32,14.75,31.62,90.11,28.47,89.61
97.23,37.24,29.14,11.0,56.47,41.66,13.35,24.05,26.22,38.49
74.23,24.91,32.75,13.0,95.71,81.27,52.62,72.08,78.5,90.25
11.08,70.83,16.79,6.0,75.6,85.68,34.13,25.42,15.07,55.45
71.71,90.09,22.54,12.0,68.45,15.1,8.15,31.72,71.03,97.31
46.13,27.76,23.77,26.0,8.23,5.77,5.19,36.48,83.58,19.1
40.7,90.59,51.93,36.0,14.73,9.05,43.51,87.33,11.87,66.8
7.95,53.5,56.28,23.0,68.08,12.63,35.17,6.79,33.36,44.24
64.54,77.79,99.46,35.0,93.3,5.98,0.99,79.82,48.36,95.89
19.2,15.79,41.34,35.0,27.94,15.05,30.16,54.63,73.75,52.61
46.33,31.33,70.83,15.0,85.09,91.16,91.15,47.93,68.33,3.77
71.29,50.64,42.66,28.0,32.63,48.31,59.96,50.93,0.12,38.91
72.99,33.84,82.93,17.0,67.32,86.77,75.69,62.63,36.65,76.39
91.53,34.16,5.04,14.0,53.26,35.66,9.06,49.18,20.74,63.86
73.68,86.16,79.99,19.0,43.09,25.49,56.1,42.37,82.56,4.0
67.13,20.0,69.24,39.0,90.61,77.19,82.32,80.0,61.89,45.6
69.72,54.44,39.53,48.0,48.1,76.78,60.54,60.51,98.49,47.1
81.2,39.63,40.92,49.0,21.27,64.79,25.07,45.09,4.09,25.7
94.21,25.0,53.83,25.0,81.75,8.32,39.02,9.06,5.41,78.67
50.57,69.34,35.95,18.0,69.74,14.48,63.84,34.78,78.55,64.77
98.52,28.33,84.38,46.0,47.16,71.55,53.98,34.58,18.13,24.93
93.77,85.15,90.04,33.0,22.44,89.74,44.05,37.67,67.64,55.25
75.59,93.02,91.12,21.0,16.98,30.64,34.81,63.22,13.07,68.94
11.38,96.44,99.51,34.0,43.1,88.74,78.45,46.88,18.04,89.9
44.42,2.48,0.3,43.0,8.5,46.54,6.78,49.96,67.6,9.12
26.42,52.39,44.81,3.0,2.22,24.6,60.87,20.59,52.58,49.42
27.13,70.63,98.31,3.0,69.29,62.76,7.8,83.38,10.89,83.96
82.73,74.49,62.72,7.0,46.27,3.64,22.02,98.84,32.58,50.02
55.43,42.41,38.72,46.0,65.48,34.76,19.39,97.36,17.81,13.76
97.05,80.46,87.44,18.0,14.75,85.43,23.4,71.42,68.8,63.74
21.17,26.56,99.0,13.0,40.82,98.77,26.08,26.2,50.14,85.11
80.44,40.53,62.46,11.0,17.32,28.44,84.48,88.7,26.17,2.18
91.61,13.4,50.43,35.0,6.12,7.99,29.72,44.56,67.4,6.12
83.18,13.48,3.83,45.0,56.7,46.92,8.16,28.26,8.09,53.64
1.34,63.09,30.84,15.0,19.88,25.58,68.06,52.08,50.89,73.63
94.12,53.25,65.18,6.0,87.04,45.36,37.0,30.46,87.9,17.34
14.86,66.3,75.7,27.0,75.51,16.92,42.32,1.84,39.47,9.18
31.62,57.54,95.84,2.0,71.76,99.3,37.01,13.99,21.1,93.68
44.07,96.27,67.96,12.0,42.57,67.87,42.99,93.06,30.92,88.91
16.58,77.56,4.53,5.0,32.52,32.13,39.53,60.82,85.22,12.59
86.83,85.88,93.23,13.0,85.54,34.03,23.5,60.08,92.57,34.27
77.65,64.88,68.98,48.0,28.8,24.07,43.89,27.54,73.17,59.13
78.01,83.4,5.31,27.0,84.74,67.68,68.09,60.56,60.53,54.62
22.16,32.84,75.97,46.0,57.62,56.4,55.8,25.45,17.82,70.94
66.8,44.12,1.7,4.0,59.5,47.82,98.45,9.1,60.67,80.39
